code,description,message,cause,troubleshooting,component,equipment,,,
11348,냉각수 유입 온도가 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,유입 온도 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",스트레이너/냉각수 밸브,LSS Controller,,,
11349,냉각수 배출(출력) 온도가 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,출력 온도 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",냉각 호스/냉각수 밸브/히터,LCI Chiller,,,
11349,냉각수 배출(출력) 온도가 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,출력 온도 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",스트레이너/냉각수 밸브,LSS Controller,,,
11350,냉각수 유입 압력이 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,유입 압력 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",냉각 호스/냉각수 밸브/히터,LCI Chiller,,,
11350,냉각수 유입 압력이 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,유입 압력 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",스트레이너/냉각수 밸브,LSS Controller,,,
11351,냉각수 유량이 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,냉각수 유량 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",냉각 호스/냉각수 밸브/히터,LCI Chiller,,,
11351,냉각수 유량이 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,냉각수 유량 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",스트레이너/냉각수 밸브,LSS Controller,,,
11500,공정 모니터가 레이저 출력이 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,레이저 출력,"1. 공정 파라미터 한계값 설정 오류
2. 하드웨어 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 파라미터,LSS Controller,,,
11501,공정 모니터가 레이저 출력(사이드 스팟 1)이 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,레이저 출력 사이드 스팟 1,"1. 공정 파라미터 한계값 설정 오류
2. 하드웨어 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 파라미터,LSS Controller,,,
11502,공정 모니터가 레이저 출력(사이드 스팟 2)이 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,레이저 출력 사이드 스팟 2,"1. 공정 파라미터 한계값 설정 오류
2. 하드웨어 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 파라미터,LSS Controller,,,
11503,산란광 측정값이 공정 모니터의 설정된 알람 임계값에 도달하면 이 메시지가 활성화됩니다.,산란광 값 과다,"1. 커버 글래스 오염
2. 파이버 오염, 손상 또는 열 손상
3. 제어 보드 또는 광학부의 평가 전자회로 이상
4. 광학부와 제어 보드 간 연결 불량","1. 커버 글래스의 오염 여부를 확인하고 필요 시 청소 또는 교체하십시오.
2. 파이버의 오염 여부를 확인하고 필요 시 청소 또는 교체하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",보호 유리/프로세스 파이버/옵틱 헤드,Picker,,,
11504,공정 모니터가 Seam drive 속도가 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,Seam drive 속도,"1. 공정 파라미터 한계값 설정 오류
2. Seam drive의 타이밍 벨트 파손
3. 리니어 가이드 구속 또는 작동 불량
4. 센서 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 레이저 용접 툴 커버를 열고 Seam drive의 타이밍 벨트를 점검하고 필요 시 교체하십시오.
4. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
5. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Seam drive/타이밍 벨트/Seam drive 이동경로,Picker,,,
11504,공정 모니터가 Seam drive 속도가 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,Seam drive 속도,"1. 공정 파라미터 한계값 설정 오류
2. Seam drive의 타이밍 벨트 파손
3. 리니어 가이드 구속 또는 작동 불량
4. 센서 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 레이저 용접 툴 커버를 열고 Seam drive의 타이밍 벨트를 점검하고 필요 시 교체하십시오.
4. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
5. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 파라미터,LSS Controller,,,
11505,공정 모니터가 Wobble 주파수가 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,Wobble 주파수,"1. 공정 파라미터 한계값 설정 오류
2. 기구부 구속 또는 동작 불량
3. 구동부 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 기구부가 자유롭게 움직이는지 확인하고 필요 시 광학부를 중앙 위치로 조정하십시오.
4. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
5. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Wobble drive,Picker,,,
11505,공정 모니터가 Wobble 주파수가 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,Wobble 주파수,"1. 공정 파라미터 한계값 설정 오류
2. 기구부 구속 또는 동작 불량
3. 구동부 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 기구부가 자유롭게 움직이는지 확인하고 필요 시 광학부를 중앙 위치로 조정하십시오.
4. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
5. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 파라미터,LSS Controller,,,
11506,공정 모니터가 Seam 길이가 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,Seam 길이,"1. 공정 파라미터 한계값 설정 오류
2. Seam drive의 타이밍 벨트 파손
3. 리니어 가이드 구속 또는 작동 불량
4. 센서 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 레이저 용접 툴 커버를 열고 Seam drive의 타이밍 벨트를 점검하고 필요 시 교체하십시오.
4. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
5. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Seam drive/타이밍 벨트/Seam drive 이동경로,Picker,,,
11506,공정 모니터가 Seam 길이가 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,Seam 길이,"1. 공정 파라미터 한계값 설정 오류
2. Seam drive의 타이밍 벨트 파손
3. 리니어 가이드 구속 또는 작동 불량
4. 센서 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 레이저 용접 툴 커버를 열고 Seam drive의 타이밍 벨트를 점검하고 필요 시 교체하십시오.
4. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
5. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 파라미터,LSS Controller,,,
11507,공정 모니터가 용접 툴의 흡입 출력이 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,흡입 출력 (용접 툴),"1. 공정 파라미터 한계값 설정 오류
2. 흡입 호스 손상 또는 미연결
3. 센서 이상
4. 흡입 장치 미동작 또는 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 흡입 호스를 점검하고 필요 시 연결 또는 교체하십시오.
4. 흡입 장치를 가동하십시오.
5. 필요 시 흡입 장치를 수리하십시오.",석션 호스/석션 모터,Fumator,,,
11507,공정 모니터가 용접 툴의 흡입 출력이 설정된 감시 범위를 벗어난 것으로 판단할 경우 이 메시지가 활성화됩니다.,흡입 출력 (용접 툴),"1. 공정 파라미터 한계값 설정 오류
2. 흡입 호스 손상 또는 미연결
3. 센서 이상
4. 흡입 장치 미동작 또는 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
2. 필요 시 적절한 한계값으로 조정하십시오.
3. 흡입 호스를 점검하고 필요 시 연결 또는 교체하십시오.
4. 흡입 장치를 가동하십시오.
5. 필요 시 흡입 장치를 수리하십시오.",공정 파라미터,LSS Controller,,,
11601,공정 제어에서 Sensor 1의 측정값이 설정된 감시 범위를 벗어난 것으로 판단될 경우 이 메시지가 활성화됩니다.,Sensor 1,1. 현재 측정된 곡선과 기준 곡선 간 편차 발생,"1. 용접 비드 품질을 확인하십시오.
2. 재질의 오염 여부 및 특성을 확인하십시오.
3. Monitoring메뉴에서Process Control서브메뉴를 열어 에러 패턴을 분석하십시오.
4. 다시 용접을 수행하십시오.
5. 필요 시 기준 용접을 다시 수행하십시오.
6. 필요 시 각 센서의 허용 오차를 조정하십시오.",공정 제어,LSS Controller,,,
11603,공정 제어에서 Sensor 2의 측정값이 설정된 감시 범위를 벗어난 것으로 판단될 경우 이 메시지가 활성화됩니다.,Sensor 2,1. 현재 측정된 곡선과 기준 곡선 간 편차 발생,"1. 용접 비드 품질을 확인하십시오.
2. 재질의 오염 여부 및 특성을 확인하십시오.
3. Monitoring메뉴에서Process Control서브메뉴를 열어 에러 패턴을 분석하십시오.
4. 다시 용접을 수행하십시오.
5. 필요 시 기준 용접을 다시 수행하십시오.
6. 필요 시 각 센서의 허용 오차를 조정하십시오.",공정 제어,LSS Controller,,,
11607,공정 제어에서 Sensor 3의 측정값이 설정된 감시 범위를 벗어난 것으로 판단될 경우 이 메시지가 활성화됩니다.,Sensor 3,1. 현재 측정된 곡선과 기준 곡선 간 편차 발생,"1. 용접 비드 품질을 확인하십시오.
2. 재질의 오염 여부 및 특성을 확인하십시오.
3. Monitoring메뉴에서Process Control서브메뉴를 열어 에러 패턴을 분석하십시오.
4. 다시 용접을 수행하십시오.
5. 필요 시 기준 용접을 다시 수행하십시오.
6. 필요 시 각 센서의 허용 오차를 조정하십시오.",공정 제어,LSS Controller,,,
11609,공정 제어에서 LIT evaluation이 설정된 감시 범위를 벗어난 것으로 판단될 경우 이 메시지가 활성화됩니다.,LIT evaluation,1. 현재 측정값이 허용 오차 범위를 벗어남,"1. 용접 비드 품질을 확인하십시오.
2. 재질의 오염 여부 및 특성을 확인하십시오.
3. Monitoring메뉴에서Process Control서브메뉴를 열어 에러 패턴을 분석하십시오.
4. 다시 용접을 수행하십시오.
5. 필요 시 기준 용접을 다시 수행하십시오.
6. 필요 시 각 센서의 허용 오차를 조정하십시오.",공정 제어,LSS Controller,,,
12006,흡입 장치에서 하나 이상의 알람이 발생한 경우 이 메시지가 활성화됩니다. 자세한 정보는External메뉴의Suction탭에서 확인할 수 있습니다.,흡입 오류,"1. 공기 유량 이상
2. 드라이브 인버터 이상
3. 필터 오염
4. 흡입 성능 부족","1. 에어 호스를 점검하십시오.
2. 설치 상태를 확인하고 필요 시 수정하십시오.
3. 필터 오염도를 확인하고 필요 시 청소 또는 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",에어 시스템,LSS Controller,,,
12006,흡입 장치에서 하나 이상의 알람이 발생한 경우 이 메시지가 활성화됩니다. 자세한 정보는External메뉴의Suction탭에서 확인할 수 있습니다.,흡입 오류,"1. 공기 유량 이상
2. 드라이브 인버터 이상
3. 필터 오염
4. 흡입 성능 부족","1. 에어 호스를 점검하십시오.
2. 설치 상태를 확인하고 필요 시 수정하십시오.
3. 필터 오염도를 확인하고 필요 시 청소 또는 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",에어 시스템,Fumator,,,
12007,흡입 제어 장치에서 통신 알람이 발생할 경우 이 메시지가 활성화됩니다.,흡입 통신 오류,"1. 흡입 장치 전원 공급 없음
2. 케이블 연결 미체결 또는 불량
3. 흡입 장치 이상","1. 흡입 장치에 전원을 연결하십시오.
2. 케이블 연결 상태를 점검하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",통신 케이블(XP3),LSS Controller,,,
12007,흡입 제어 장치에서 통신 알람이 발생할 경우 이 메시지가 활성화됩니다.,흡입 통신 오류,"1. 흡입 장치 전원 공급 없음
2. 케이블 연결 미체결 또는 불량
3. 흡입 장치 이상","1. 흡입 장치에 전원을 연결하십시오.
2. 케이블 연결 상태를 점검하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공급 전원/Fumator,Fumator,,,
12011,클리닝 스테이션 제어에서 통신 오류가 발생할 경우 이 메시지가 활성화됩니다.,클리닝 스테이션 통신 오류,1. 클리닝 스테이션 전원 공급 없음,"1. 클리닝 스테이션에 전원을 연결하십시오.
2. 케이블 연결 상태를 점검하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공급 전원/Cleaning Station,Cleaning Station,,,
12015,클리닝 공정이 정상적으로 완료되지 않을 경우 이 메시지가 활성화됩니다.,클리닝 스테이션,"1. 드릴/리머 미장착 또는 파손
2. 이송 종단 위치 미도달 (X 및 Z 축)
3. 모터 보호 스위치 트립 발생
4. 전원 공급 이상
5. 압축 공기 미공급","1. 드릴/리머를 장착하거나 파손된 공구를 교체하십시오.
2. 축의 이동 경로를 점검하십시오.
3. 종단 위치 감지 상태를 확인하십시오.
4. 모터 보호 스위치를 리셋하고 필요 시 설정을 조정하십시오.
5. 전원 공급 상태를 확인하십시오.
6. 압축 공기 공급 상태를 확인하십시오.",모터 보호 스위치/공급 전원/에어 시스템/위치 감지 센서/드릴 비트,Cleaning Station,,,
12019,공정 파라미터(목표값/실제값 비교)의 평가가 정상적으로 이루어지지 않을 경우 이 메시지가 활성화됩니다.,공정 모니터링,"1. 공정 파라미터 한계값 설정 오류
2. 하드웨어 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하고 필요 시 적절한 한계값을 설정하십시오.
2. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 모니터링,LSS Controller,,,
12020,오버젯의 공기 유량이 설정된 알람 임계값 이하로 떨어질 경우 이 메시지가 활성화됩니다.,오버젯 공기 유량,"1. 압축 공기 미연결
2. 레귤레이터 설정 불량
3. 유량 스위치 설정 오류
4. LSS 소프트웨어 한계값 설정 오류
5. 레이저 용접 툴 내 오버젯 밸브 이상
6. 튜브 패키지 또는 용접 툴 내 호스 꺾임","1. 압축 공기를 연결하십시오.
2. 용접 조건에 맞게 압력 레귤레이터를 설정하십시오.
3. 설정된 유량에 맞게 유량 센서를 구성하십시오.
4. LSS 소프트웨어에서 한계값을 설정하십시오.
5. 오버젯 밸브를 점검하고 필요 시 교체하십시오.
6. 호스 상태를 점검하십시오.",에어 시스템/공정 파라미터,LSS Controller,,,
12020,오버젯의 공기 유량이 설정된 알람 임계값 이하로 떨어질 경우 이 메시지가 활성화됩니다.,오버젯 공기 유량,"1. 압축 공기 미연결
2. 레귤레이터 설정 불량
3. 유량 스위치 설정 오류
4. LSS 소프트웨어 한계값 설정 오류
5. 레이저 용접 툴 내 오버젯 밸브 이상
6. 튜브 패키지 또는 용접 툴 내 호스 꺾임","1. 압축 공기를 연결하십시오.
2. 용접 조건에 맞게 압력 레귤레이터를 설정하십시오.
3. 설정된 유량에 맞게 유량 센서를 구성하십시오.
4. LSS 소프트웨어에서 한계값을 설정하십시오.
5. 오버젯 밸브를 점검하고 필요 시 교체하십시오.
6. 호스 상태를 점검하십시오.",압축 공기 유량,Customer,,,
12021,공정 제어의 평가가 정상적으로 이루어지지 않을 경우 이 메시지가 활성화됩니다.,공정 제어,1. 현재 측정된 곡선과 기준 곡선 간 편차 발생,"1. 용접 비드 품질을 확인하십시오.
2. 재질의 오염 여부 및 특성을 확인하십시오.
3. Monitoring메뉴에서Process Control서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
4. 다시 용접을 수행하십시오.
5. 필요 시 기준 용접 재설정 및 센서 허용 오차를 조정하십시오.",공정 제어,LSS Controller,,,
12223,레이저 칠러에서 치명적인 오류가 발생하여 칠러가 정지된 경우 이 메시지가 활성화됩니다.,냉각 정지,"1. 레이저 칠러 치명적 오류
2. 전기 부하 과전류
3. 냉각수 수위 부족
4. 과압 또는 저압 이상
5. 플로우 히터(LC71) 이상
6. 센서 이상","1. External메뉴의Chiller탭을 열어 알람 원인을 확인하십시오.
2. 냉각수를 보충하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",물 탱크/냉각 호스/공급 전원/히터/LCI Chiller,LCI Chiller,,,
12227,레이저 칠러의 냉각수 압력 또는 온도가 규정된 사양 범위를 벗어나면 이 메시지가 활성화됩니다.,칠러 사양 이탈,"1. 냉각수 압력 또는 온도가 사양 범위를 벗어남
2. 레이저 칠러 설정 오류 (LC71 수전도도 측정 활성화 등)","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. Chiller탭에서 다른 알람 발생 여부를 확인하십시오.
3. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",냉각수 밸브/설정 파라미터,LCI Chiller,,,
12250,반사된 레이저 방사량이 설정된 알람 임계값을 초과할 경우 이 메시지가 활성화됩니다. 이 상태가 반복되면 레이저 손상이 발생할 수 있습니다.,백 리플렉션 과다,"1. 커버 글래스 오염
2. 워크피스에서 강한 반사 발생","1. 커버 글래스를 청소하거나 필요 시 교체하십시오.
2. 초점 위치, 출력 및 광학 각도를 포함한 공정 파라미터를 용접 소재에 맞게 조정하십시오.
3. 반사율이 높은 소재 작업 시 공정 파라미터 조정을 위해 IPG 서비스 부서에 문의하십시오.",옵틱 헤드/보호 유리/프로세스 파이버,Picker,,,
12333,냉각수 수위가 너무 낮을 경우 이 메시지가 활성화됩니다.,수조 냉각수 수위,"1. 냉각수 회로 누수
2. 증발","1. 냉각수 회로의 누수 여부를 확인하고 누수를 제거하십시오.
2. 레이저 칠러의 냉각수 수위를 확인하고 필요 시 보충하십시오.",냉각 호스/물 탱크,LCI Chiller,,,
12336,레이저 칠러의 광학 회로에서 냉각수 온도가 기술 사양 범위를 벗어날 경우 이 메시지가 활성화됩니다. 레이저 칠러는 계속 동작합니다.,광학 회로 냉각수 온도,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 냉각수가 설정 온도에 도달할 때까지 기다리십시오.
2. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",냉각 호스/냉각수 밸브,LCI Chiller,,,
12336,레이저 칠러의 광학 회로에서 냉각수 온도가 기술 사양 범위를 벗어날 경우 이 메시지가 활성화됩니다. 레이저 칠러는 계속 동작합니다.,광학 회로 냉각수 온도,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 냉각수가 설정 온도에 도달할 때까지 기다리십시오.
2. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",냉각 호스/냉각수 밸브/스트레이너,LSS Controller,,,
12336,레이저 칠러의 광학 회로에서 냉각수 온도가 기술 사양 범위를 벗어날 경우 이 메시지가 활성화됩니다. 레이저 칠러는 계속 동작합니다.,광학 회로 냉각수 온도,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 냉각수가 설정 온도에 도달할 때까지 기다리십시오.
2. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",냉각 호스,Picker,,,
12339,레이저 칠러의 광학 회로에서 냉각수 압력이 기술 사양 범위를 벗어날 경우 이 메시지가 활성화됩니다.,광학 회로 냉각수 압력,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너 오염","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 문제가 해결되지 않으면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스/냉각수 밸브,LCI Chiller,,,
12339,레이저 칠러의 광학 회로에서 냉각수 압력이 기술 사양 범위를 벗어날 경우 이 메시지가 활성화됩니다.,광학 회로 냉각수 압력,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너 오염","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 문제가 해결되지 않으면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스/냉각수 밸브/스트레이너,LSS Controller,,,
12339,레이저 칠러의 광학 회로에서 냉각수 압력이 기술 사양 범위를 벗어날 경우 이 메시지가 활성화됩니다.,광학 회로 냉각수 압력,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너 오염","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 문제가 해결되지 않으면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스,Picker,,,
12400,LSS 컨트롤러의 비상 정지(E-Stop) 버튼이 눌린 경우 이 메시지가 표시됩니다. 이로 인해 Z 드라이브는 안전하게 정지되며 레이저 발진 및 레이저 전원 공급이 차단됩니다.,컨트롤러 비상 정지 버튼,1. LSS 컨트롤러의 비상 정지 버튼 작동,"1. 비상 정지 버튼의 상태를 확인하십시오.
2. 필요 시 비상 정지 버튼을 돌려 잠금을 해제하십시오.",비상 정지,LSS Controller,,,
12401,Panel PC의 비상 정지(E-Stop) 버튼이 눌린 경우 이 메시지가 표시됩니다. 이로 인해 Z 드라이브는 안전하게 정지되며 레이저 발진 및 레이저 전원 공급이 차단됩니다.,Panel PC 비상 정지 버튼,1. Panel PC의 비상 정지 버튼 작동,"1. 비상 정지 버튼의 상태를 확인하십시오.
2. 필요 시 비상 정지 버튼을 돌려 잠금을 해제하십시오.",비상 정지,LSS Controller,,,
